// <id, capacity (cpu, memory), features (speed), state (time_to_turn_on, time_to_turn_off, load (cpu_load, memory_load), state)>

physical_machines = {
  <0, <128, 256>, <1.0>, <99.0, 54.3, <0.0, 0.0>, 0>>,
  <24, <256, 512>, <1.0>, <68.0, 23.2, <0.0, 0.0>, 0>>,
  <25, <56, 64>, <1.0>, <18.2, 78.8, <0.0, 0.0>, 0>>,
  <26, <56, 256>, <1.0>, <57.4, 63.2, <0.0, 0.0>, 0>>,
  <27, <64, 256>, <1.0>, <93.1, 32.0, <0.0, 0.0>, 0>>,
  <28, <32, 128>, <1.0>, <61.9, 51.1, <0.0, 0.0>, 0>>,
  <29, <32, 256>, <1.0>, <29.7, 37.8, <0.0, 0.0>, 0>>,
  <30, <256, 512>, <1.0>, <55.9, 85.3, <0.0, 0.0>, 0>>,
  <31, <40, 512>, <1.0>, <46.8, 35.2, <0.0, 0.0>, 0>>,
  <32, <256, 64>, <1.0>, <95.7, 11.5, <0.0, 0.0>, 0>>,
  <33, <32, 128>, <1.0>, <49.6, 47.6, <0.0, 0.0>, 0>>,
  <34, <256, 128>, <1.0>, <117.8, 48.7, <0.0, 0.0>, 0>>,
  <35, <256, 512>, <1.0>, <82.0, 34.5, <0.0, 0.0>, 0>>,
  <36, <56, 512>, <1.0>, <70.0, 79.5, <0.0, 0.0>, 0>>,
  <37, <32, 128>, <1.0>, <76.2, 16.9, <0.0, 0.0>, 0>>,
  <38, <256, 128>, <1.0>, <24.9, 66.3, <0.0, 0.0>, 0>>,
  <39, <56, 64>, <1.0>, <58.1, 11.3, <0.0, 0.0>, 0>>,
  <40, <256, 128>, <1.0>, <102.7, 11.0, <0.0, 0.0>, 0>>,
  <41, <48, 512>, <1.0>, <21.7, 74.4, <0.0, 0.0>, 0>>,
  <42, <48, 128>, <1.0>, <16.1, 72.4, <0.0, 0.0>, 0>>,
  <43, <64, 128>, <1.0>, <28.0, 66.0, <0.0, 0.0>, 0>>,
  <44, <32, 128>, <1.0>, <101.2, 43.5, <0.0, 0.0>, 0>>,
  <45, <32, 64>, <1.0>, <82.9, 66.3, <0.0, 0.0>, 0>>,
  <46, <32, 64>, <1.0>, <115.9, 54.0, <0.0, 0.0>, 0>>,
  <47, <32, 256>, <1.0>, <109.5, 71.5, <0.0, 0.0>, 0>>,
  <48, <32, 64>, <1.0>, <82.2, 64.0, <0.0, 0.0>, 0>>,
  <49, <48, 512>, <1.0>, <113.2, 50.7, <0.0, 0.0>, 0>>,
  <50, <48, 256>, <1.0>, <37.3, 31.2, <0.0, 0.0>, 0>>,
  <51, <32, 512>, <1.0>, <74.9, 56.9, <0.0, 0.0>, 0>>,
  <52, <256, 256>, <1.0>, <49.1, 46.2, <0.0, 0.0>, 0>>,
  <53, <32, 128>, <1.0>, <47.9, 33.3, <0.0, 0.0>, 0>>,
  <54, <256, 64>, <1.0>, <68.4, 64.4, <0.0, 0.0>, 0>>,
  <55, <64, 64>, <1.0>, <51.8, 18.0, <0.0, 0.0>, 0>>,
  <56, <256, 128>, <1.0>, <61.2, 78.5, <0.0, 0.0>, 0>>,
  <57, <256, 512>, <1.0>, <42.4, 33.2, <0.0, 0.0>, 0>>,
  <58, <56, 256>, <1.0>, <52.7, 20.8, <0.0, 0.0>, 0>>,
  <59, <40, 512>, <1.0>, <17.3, 51.9, <0.0, 0.0>, 0>>,
  <60, <256, 512>, <1.0>, <86.0, 73.0, <0.0, 0.0>, 0>>,
  <61, <40, 128>, <1.0>, <86.1, 55.2, <0.0, 0.0>, 0>>,
  <62, <48, 128>, <1.0>, <106.5, 84.7, <0.0, 0.0>, 0>>,
  <63, <128, 256>, <1.0>, <90.0, 17.9, <0.0, 0.0>, 0>>,
  <64, <32, 64>, <1.0>, <17.3, 25.8, <0.0, 0.0>, 0>>,
  <65, <256, 128>, <1.0>, <116.4, 76.0, <0.0, 0.0>, 0>>,
  <66, <128, 512>, <1.0>, <77.1, 13.7, <0.0, 0.0>, 0>>,
  <67, <128, 256>, <1.0>, <38.2, 26.4, <0.0, 0.0>, 0>>,
  <68, <40, 512>, <1.0>, <49.8, 79.6, <0.0, 0.0>, 0>>,
  <69, <32, 128>, <1.0>, <94.9, 81.4, <0.0, 0.0>, 0>>,
  <70, <48, 128>, <1.0>, <61.7, 24.9, <0.0, 0.0>, 0>>,
  <71, <32, 512>, <1.0>, <113.4, 15.9, <0.0, 0.0>, 0>>,
  <72, <32, 512>, <1.0>, <39.4, 64.6, <0.0, 0.0>, 0>>,
  <73, <128, 512>, <1.0>, <95.6, 65.9, <0.0, 0.0>, 0>>,
  <74, <48, 128>, <1.0>, <93.1, 86.3, <0.0, 0.0>, 0>>,
  <75, <64, 128>, <1.0>, <62.1, 12.3, <0.0, 0.0>, 0>>,
  <76, <64, 64>, <1.0>, <44.5, 65.5, <0.0, 0.0>, 0>>,
  <77, <64, 64>, <1.0>, <77.0, 54.4, <0.0, 0.0>, 0>>,
  <78, <64, 512>, <1.0>, <59.3, 53.6, <0.0, 0.0>, 0>>,
  <79, <64, 128>, <1.0>, <97.8, 38.1, <0.0, 0.0>, 0>>,
  <80, <40, 512>, <1.0>, <88.0, 13.2, <0.0, 0.0>, 0>>,
  <81, <48, 256>, <1.0>, <47.9, 88.9, <0.0, 0.0>, 0>>,
  <82, <40, 512>, <1.0>, <42.2, 62.1, <0.0, 0.0>, 0>>,
  <83, <256, 512>, <1.0>, <69.6, 82.8, <0.0, 0.0>, 0>>,
  <84, <48, 64>, <1.0>, <110.4, 65.2, <0.0, 0.0>, 0>>,
  <85, <256, 64>, <1.0>, <49.2, 58.0, <0.0, 0.0>, 0>>,
  <86, <128, 64>, <1.0>, <64.8, 88.2, <0.0, 0.0>, 0>>,
  <87, <32, 128>, <1.0>, <92.2, 54.7, <0.0, 0.0>, 0>>,
  <88, <40, 512>, <1.0>, <91.5, 33.5, <0.0, 0.0>, 0>>,
  <89, <256, 512>, <1.0>, <33.7, 36.6, <0.0, 0.0>, 0>>,
  <90, <64, 256>, <1.0>, <82.5, 28.1, <0.0, 0.0>, 0>>,
  <91, <128, 512>, <1.0>, <62.3, 42.4, <0.0, 0.0>, 0>>,
  <92, <32, 512>, <1.0>, <88.7, 45.8, <0.0, 0.0>, 0>>,
  <93, <64, 128>, <1.0>, <41.3, 28.8, <0.0, 0.0>, 0>>,
  <94, <56, 128>, <1.0>, <17.9, 79.6, <0.0, 0.0>, 0>>,
  <95, <64, 64>, <1.0>, <104.4, 86.1, <0.0, 0.0>, 0>>,
  <96, <128, 128>, <1.0>, <53.2, 88.4, <0.0, 0.0>, 0>>,
  <97, <64, 64>, <1.0>, <101.1, 68.5, <0.0, 0.0>, 0>>,
  <98, <40, 128>, <1.0>, <16.0, 88.0, <0.0, 0.0>, 0>>,
  <99, <56, 512>, <1.0>, <18.7, 19.5, <0.0, 0.0>, 0>>,
  <100, <40, 256>, <1.0>, <91.9, 38.0, <0.0, 0.0>, 0>>,
  <101, <32, 512>, <1.0>, <21.9, 64.3, <0.0, 0.0>, 0>>,
  <102, <256, 512>, <1.0>, <46.2, 58.3, <0.0, 0.0>, 0>>,
  <103, <48, 256>, <1.0>, <118.6, 62.4, <0.0, 0.0>, 0>>,
  <104, <256, 128>, <1.0>, <77.0, 21.8, <0.0, 0.0>, 0>>,
  <105, <56, 128>, <1.0>, <84.4, 10.4, <0.0, 0.0>, 0>>,
  <106, <128, 128>, <1.0>, <54.9, 22.5, <0.0, 0.0>, 0>>,
  <107, <40, 64>, <1.0>, <59.4, 58.2, <0.0, 0.0>, 0>>,
  <108, <40, 256>, <1.0>, <84.1, 75.0, <0.0, 0.0>, 0>>,
  <109, <40, 512>, <1.0>, <91.9, 17.4, <0.0, 0.0>, 0>>,
  <110, <40, 256>, <1.0>, <48.8, 87.7, <0.0, 0.0>, 0>>,
  <111, <56, 512>, <1.0>, <61.0, 61.6, <0.0, 0.0>, 0>>,
  <112, <128, 64>, <1.0>, <23.2, 14.3, <0.0, 0.0>, 0>>,
  <113, <40, 64>, <1.0>, <100.2, 56.8, <0.0, 0.0>, 0>>,
  <114, <56, 256>, <1.0>, <41.2, 77.0, <0.0, 0.0>, 0>>,
  <115, <64, 512>, <1.0>, <31.1, 43.7, <0.0, 0.0>, 0>>,
  <116, <128, 128>, <1.0>, <96.1, 27.5, <0.0, 0.0>, 0>>,
  <117, <56, 128>, <1.0>, <116.9, 28.5, <0.0, 0.0>, 0>>,
  <118, <48, 512>, <1.0>, <23.4, 75.4, <0.0, 0.0>, 0>>,
  <119, <40, 512>, <1.0>, <58.0, 43.2, <0.0, 0.0>, 0>>,
  <120, <40, 512>, <1.0>, <40.9, 72.0, <0.0, 0.0>, 0>>,
  <121, <40, 128>, <1.0>, <57.1, 25.4, <0.0, 0.0>, 0>>,
  <122, <56, 512>, <1.0>, <19.8, 82.9, <0.0, 0.0>, 0>>,
  <123, <256, 512>, <1.0>, <81.4, 88.5, <0.0, 0.0>, 0>>,
  <124, <32, 256>, <1.0>, <83.2, 31.1, <0.0, 0.0>, 0>>,
  <125, <48, 256>, <1.0>, <51.5, 62.5, <0.0, 0.0>, 0>>,
  <126, <48, 256>, <1.0>, <110.3, 77.1, <0.0, 0.0>, 0>>,
  <127, <40, 128>, <1.0>, <96.1, 88.1, <0.0, 0.0>, 0>>,
  <128, <256, 64>, <1.0>, <115.8, 50.5, <0.0, 0.0>, 0>>,
  <129, <256, 512>, <1.0>, <72.9, 77.1, <0.0, 0.0>, 0>>,
  <130, <40, 256>, <1.0>, <62.2, 52.1, <0.0, 0.0>, 0>>,
  <131, <32, 256>, <1.0>, <33.6, 82.2, <0.0, 0.0>, 0>>,
  <132, <128, 64>, <1.0>, <86.9, 43.2, <0.0, 0.0>, 0>>,
  <133, <128, 128>, <1.0>, <30.1, 24.8, <0.0, 0.0>, 0>>,
  <134, <128, 512>, <1.0>, <33.5, 27.5, <0.0, 0.0>, 0>>,
  <135, <48, 128>, <1.0>, <24.1, 13.3, <0.0, 0.0>, 0>>,
  <136, <56, 64>, <1.0>, <104.3, 72.1, <0.0, 0.0>, 0>>,
  <137, <64, 64>, <1.0>, <118.8, 44.6, <0.0, 0.0>, 0>>,
  <138, <48, 512>, <1.0>, <44.3, 20.7, <0.0, 0.0>, 0>>,
  <139, <40, 512>, <1.0>, <90.4, 15.7, <0.0, 0.0>, 0>>,
  <140, <128, 64>, <1.0>, <22.0, 35.6, <0.0, 0.0>, 0>>,
  <141, <256, 256>, <1.0>, <32.3, 36.6, <0.0, 0.0>, 0>>,
  <142, <56, 128>, <1.0>, <80.8, 17.9, <0.0, 0.0>, 0>>,
  <143, <32, 512>, <1.0>, <57.2, 87.4, <0.0, 0.0>, 0>>,
  <144, <48, 64>, <1.0>, <16.5, 21.2, <0.0, 0.0>, 0>>,
  <145, <64, 128>, <1.0>, <31.0, 46.7, <0.0, 0.0>, 0>>,
  <146, <40, 128>, <1.0>, <111.3, 10.2, <0.0, 0.0>, 0>>,
  <147, <56, 512>, <1.0>, <28.7, 13.8, <0.0, 0.0>, 0>>,
  <148, <64, 512>, <1.0>, <113.1, 73.3, <0.0, 0.0>, 0>>,
  <149, <64, 256>, <1.0>, <110.3, 68.7, <0.0, 0.0>, 0>>,
  <150, <64, 256>, <1.0>, <53.6, 35.6, <0.0, 0.0>, 0>>,
  <151, <32, 256>, <1.0>, <106.7, 10.4, <0.0, 0.0>, 0>>,
  <152, <32, 64>, <1.0>, <99.8, 34.7, <0.0, 0.0>, 0>>,
  <153, <32, 128>, <1.0>, <101.6, 79.5, <0.0, 0.0>, 0>>,
  <154, <32, 128>, <1.0>, <118.6, 76.7, <0.0, 0.0>, 0>>,
  <155, <48, 512>, <1.0>, <118.2, 68.5, <0.0, 0.0>, 0>>,
  <156, <48, 512>, <1.0>, <41.9, 28.5, <0.0, 0.0>, 0>>,
  <157, <256, 256>, <1.0>, <119.9, 81.1, <0.0, 0.0>, 0>>,
  <158, <48, 512>, <1.0>, <79.7, 61.6, <0.0, 0.0>, 0>>,
  <159, <32, 512>, <1.0>, <115.8, 90.0, <0.0, 0.0>, 0>>,
  <160, <40, 512>, <1.0>, <89.2, 20.1, <0.0, 0.0>, 0>>,
  <161, <64, 256>, <1.0>, <48.2, 16.8, <0.0, 0.0>, 0>>,
  <162, <40, 64>, <1.0>, <19.6, 21.4, <0.0, 0.0>, 0>>,
  <163, <40, 256>, <1.0>, <74.8, 16.5, <0.0, 0.0>, 0>>,
  <164, <128, 64>, <1.0>, <34.3, 64.6, <0.0, 0.0>, 0>>,
  <165, <40, 512>, <1.0>, <51.5, 67.1, <0.0, 0.0>, 0>>,
  <166, <128, 256>, <1.0>, <15.3, 23.2, <0.0, 0.0>, 0>>,
  <167, <64, 64>, <1.0>, <103.1, 40.0, <0.0, 0.0>, 0>>,
  <168, <128, 128>, <1.0>, <60.6, 31.0, <0.0, 0.0>, 0>>,
  <169, <64, 64>, <1.0>, <17.6, 65.7, <0.0, 0.0>, 0>>,
  <170, <64, 128>, <1.0>, <62.7, 73.7, <0.0, 0.0>, 0>>,
  <171, <48, 512>, <1.0>, <27.5, 73.3, <0.0, 0.0>, 0>>,
  <172, <40, 512>, <1.0>, <44.0, 68.4, <0.0, 0.0>, 0>>,
  <173, <56, 128>, <1.0>, <16.3, 14.9, <0.0, 0.0>, 0>>,
  <174, <40, 64>, <1.0>, <119.2, 27.3, <0.0, 0.0>, 0>>,
  <175, <256, 64>, <1.0>, <99.7, 52.6, <0.0, 0.0>, 0>>,
  <176, <56, 256>, <1.0>, <72.3, 79.2, <0.0, 0.0>, 0>>,
  <177, <64, 256>, <1.0>, <38.0, 74.0, <0.0, 0.0>, 0>>,
  <178, <32, 64>, <1.0>, <37.9, 26.4, <0.0, 0.0>, 0>>,
  <179, <48, 256>, <1.0>, <61.9, 88.9, <0.0, 0.0>, 0>>,
  <180, <256, 64>, <1.0>, <113.7, 69.3, <0.0, 0.0>, 0>>,
  <181, <40, 128>, <1.0>, <85.3, 57.6, <0.0, 0.0>, 0>>,
  <182, <56, 512>, <1.0>, <69.9, 12.0, <0.0, 0.0>, 0>>,
  <183, <256, 512>, <1.0>, <85.4, 61.4, <0.0, 0.0>, 0>>,
  <184, <56, 64>, <1.0>, <22.8, 26.5, <0.0, 0.0>, 0>>,
  <185, <56, 128>, <1.0>, <102.1, 71.9, <0.0, 0.0>, 0>>,
  <186, <56, 512>, <1.0>, <20.2, 64.8, <0.0, 0.0>, 0>>,
  <187, <128, 64>, <1.0>, <119.6, 72.5, <0.0, 0.0>, 0>>,
  <188, <32, 256>, <1.0>, <35.0, 24.0, <0.0, 0.0>, 0>>,
  <189, <256, 256>, <1.0>, <56.4, 56.0, <0.0, 0.0>, 0>>,
  <190, <128, 512>, <1.0>, <66.4, 20.0, <0.0, 0.0>, 0>>,
  <191, <256, 512>, <1.0>, <99.5, 57.2, <0.0, 0.0>, 0>>,
  <192, <40, 64>, <1.0>, <79.7, 17.4, <0.0, 0.0>, 0>>,
  <193, <56, 512>, <1.0>, <22.7, 54.0, <0.0, 0.0>, 0>>,
  <194, <40, 256>, <1.0>, <79.0, 81.3, <0.0, 0.0>, 0>>,
  <195, <56, 128>, <1.0>, <59.7, 14.4, <0.0, 0.0>, 0>>,
  <196, <128, 128>, <1.0>, <57.5, 59.8, <0.0, 0.0>, 0>>,
  <197, <40, 512>, <1.0>, <35.9, 71.2, <0.0, 0.0>, 0>>,
  <198, <128, 128>, <1.0>, <77.0, 29.7, <0.0, 0.0>, 0>>,
  <199, <256, 512>, <1.0>, <23.9, 57.7, <0.0, 0.0>, 0>>,
  <200, <40, 128>, <1.0>, <94.9, 67.6, <0.0, 0.0>, 0>>,
  <201, <40, 128>, <1.0>, <20.1, 18.2, <0.0, 0.0>, 0>>,
  <202, <48, 64>, <1.0>, <93.1, 82.7, <0.0, 0.0>, 0>>,
  <203, <128, 128>, <1.0>, <66.3, 34.7, <0.0, 0.0>, 0>>,
  <204, <48, 256>, <1.0>, <70.6, 86.0, <0.0, 0.0>, 0>>,
  <205, <128, 512>, <1.0>, <93.3, 44.7, <0.0, 0.0>, 0>>,
  <206, <32, 128>, <1.0>, <80.9, 30.4, <0.0, 0.0>, 0>>,
  <207, <32, 128>, <1.0>, <100.7, 84.3, <0.0, 0.0>, 0>>,
  <208, <40, 128>, <1.0>, <63.1, 52.2, <0.0, 0.0>, 0>>,
  <209, <32, 256>, <1.0>, <98.1, 40.9, <0.0, 0.0>, 0>>,
  <210, <32, 512>, <1.0>, <64.6, 78.0, <0.0, 0.0>, 0>>,
  <211, <40, 256>, <1.0>, <113.9, 65.2, <0.0, 0.0>, 0>>,
  <212, <64, 512>, <1.0>, <42.0, 70.2, <0.0, 0.0>, 0>>,
  <213, <64, 512>, <1.0>, <99.1, 61.4, <0.0, 0.0>, 0>>,
  <214, <256, 512>, <1.0>, <35.9, 59.2, <0.0, 0.0>, 0>>,
  <215, <48, 64>, <1.0>, <94.1, 43.7, <0.0, 0.0>, 0>>,
  <216, <128, 128>, <1.0>, <68.1, 86.8, <0.0, 0.0>, 0>>,
  <217, <40, 512>, <1.0>, <36.9, 48.7, <0.0, 0.0>, 0>>,
  <218, <32, 512>, <1.0>, <57.8, 30.5, <0.0, 0.0>, 0>>,
  <219, <48, 64>, <1.0>, <113.5, 56.4, <0.0, 0.0>, 0>>,
  <220, <56, 512>, <1.0>, <47.7, 75.7, <0.0, 0.0>, 0>>,
  <221, <56, 512>, <1.0>, <69.0, 21.3, <0.0, 0.0>, 0>>,
  <222, <128, 128>, <1.0>, <72.0, 17.9, <0.0, 0.0>, 0>>,
  <223, <40, 256>, <1.0>, <97.7, 71.1, <0.0, 0.0>, 0>>,
  <224, <48, 64>, <1.0>, <108.2, 52.1, <0.0, 0.0>, 0>>,
  <225, <56, 64>, <1.0>, <98.0, 22.7, <0.0, 0.0>, 0>>,
  <226, <32, 512>, <1.0>, <62.3, 64.2, <0.0, 0.0>, 0>>,
  <227, <64, 128>, <1.0>, <54.4, 31.3, <0.0, 0.0>, 0>>,
  <228, <32, 64>, <1.0>, <47.7, 39.8, <0.0, 0.0>, 0>>,
  <229, <256, 64>, <1.0>, <89.2, 78.9, <0.0, 0.0>, 0>>,
  <230, <256, 64>, <1.0>, <38.4, 69.7, <0.0, 0.0>, 0>>,
  <231, <48, 256>, <1.0>, <81.2, 56.4, <0.0, 0.0>, 0>>,
  <232, <48, 256>, <1.0>, <60.4, 21.3, <0.0, 0.0>, 0>>,
  <233, <64, 128>, <1.0>, <83.4, 78.7, <0.0, 0.0>, 0>>,
  <234, <48, 64>, <1.0>, <113.8, 87.5, <0.0, 0.0>, 0>>,
  <235, <56, 256>, <1.0>, <36.9, 40.9, <0.0, 0.0>, 0>>,
  <236, <40, 512>, <1.0>, <82.8, 21.2, <0.0, 0.0>, 0>>,
  <237, <32, 512>, <1.0>, <32.0, 75.4, <0.0, 0.0>, 0>>,
  <238, <40, 256>, <1.0>, <57.2, 52.3, <0.0, 0.0>, 0>>,
  <239, <48, 512>, <1.0>, <23.8, 63.3, <0.0, 0.0>, 0>>,
  <240, <256, 512>, <1.0>, <101.2, 74.2, <0.0, 0.0>, 0>>,
  <241, <256, 64>, <1.0>, <37.9, 25.5, <0.0, 0.0>, 0>>,
  <242, <40, 128>, <1.0>, <93.5, 24.3, <0.0, 0.0>, 0>>,
  <243, <256, 128>, <1.0>, <44.8, 82.4, <0.0, 0.0>, 0>>,
  <244, <40, 256>, <1.0>, <74.7, 13.4, <0.0, 0.0>, 0>>,
  <245, <56, 128>, <1.0>, <68.9, 12.1, <0.0, 0.0>, 0>>,
  <246, <32, 128>, <1.0>, <23.1, 28.0, <0.0, 0.0>, 0>>,
  <247, <64, 128>, <1.0>, <72.7, 35.7, <0.0, 0.0>, 0>>,
  <248, <56, 256>, <1.0>, <54.3, 88.9, <0.0, 0.0>, 0>>,
  <249, <64, 64>, <1.0>, <17.0, 67.1, <0.0, 0.0>, 0>>,
  <250, <40, 512>, <1.0>, <62.8, 60.3, <0.0, 0.0>, 0>>,
  <251, <64, 128>, <1.0>, <90.0, 24.0, <0.0, 0.0>, 0>>,
  <252, <48, 128>, <1.0>, <117.3, 10.3, <0.0, 0.0>, 0>>,
  <253, <64, 64>, <1.0>, <30.1, 73.5, <0.0, 0.0>, 0>>,
  <254, <64, 512>, <1.0>, <34.8, 42.6, <0.0, 0.0>, 0>>,
  <255, <48, 128>, <1.0>, <78.9, 41.6, <0.0, 0.0>, 0>>,
  <256, <32, 64>, <1.0>, <34.8, 68.9, <0.0, 0.0>, 0>>,
  <257, <56, 64>, <1.0>, <41.9, 38.5, <0.0, 0.0>, 0>>,
  <258, <256, 64>, <1.0>, <104.5, 11.2, <0.0, 0.0>, 0>>,
  <259, <256, 256>, <1.0>, <84.7, 29.8, <0.0, 0.0>, 0>>,
  <260, <56, 512>, <1.0>, <50.7, 58.5, <0.0, 0.0>, 0>>,
  <261, <256, 512>, <1.0>, <118.3, 81.4, <0.0, 0.0>, 0>>,
  <262, <40, 64>, <1.0>, <52.6, 11.3, <0.0, 0.0>, 0>>,
  <263, <40, 64>, <1.0>, <112.2, 86.4, <0.0, 0.0>, 0>>,
  <264, <40, 256>, <1.0>, <79.3, 50.1, <0.0, 0.0>, 0>>,
  <265, <56, 512>, <1.0>, <99.1, 13.4, <0.0, 0.0>, 0>>,
  <266, <56, 512>, <1.0>, <72.3, 16.9, <0.0, 0.0>, 0>>,
  <267, <128, 128>, <1.0>, <69.9, 23.0, <0.0, 0.0>, 0>>,
  <268, <40, 128>, <1.0>, <68.1, 62.3, <0.0, 0.0>, 0>>,
  <269, <128, 512>, <1.0>, <34.6, 30.8, <0.0, 0.0>, 0>>,
  <270, <128, 128>, <1.0>, <96.7, 61.7, <0.0, 0.0>, 0>>,
  <271, <40, 128>, <1.0>, <53.3, 77.6, <0.0, 0.0>, 0>>,
  <272, <64, 64>, <1.0>, <33.7, 11.0, <0.0, 0.0>, 0>>,
  <273, <48, 64>, <1.0>, <112.3, 34.1, <0.0, 0.0>, 0>>,
  <274, <32, 256>, <1.0>, <67.0, 35.7, <0.0, 0.0>, 0>>,
  <275, <32, 512>, <1.0>, <46.5, 84.9, <0.0, 0.0>, 0>>,
  <276, <256, 64>, <1.0>, <70.7, 32.0, <0.0, 0.0>, 0>>,
  <277, <40, 128>, <1.0>, <98.8, 88.3, <0.0, 0.0>, 0>>,
  <278, <64, 256>, <1.0>, <94.4, 63.1, <0.0, 0.0>, 0>>,
  <279, <40, 256>, <1.0>, <19.2, 78.7, <0.0, 0.0>, 0>>,
  <280, <40, 512>, <1.0>, <63.7, 79.4, <0.0, 0.0>, 0>>,
  <281, <48, 64>, <1.0>, <90.4, 67.5, <0.0, 0.0>, 0>>,
  <282, <48, 64>, <1.0>, <36.5, 46.3, <0.0, 0.0>, 0>>,
  <283, <64, 128>, <1.0>, <116.3, 84.0, <0.0, 0.0>, 0>>,
  <284, <40, 256>, <1.0>, <112.8, 24.1, <0.0, 0.0>, 0>>,
  <285, <256, 512>, <1.0>, <98.1, 76.2, <0.0, 0.0>, 0>>,
  <286, <40, 128>, <1.0>, <72.8, 34.9, <0.0, 0.0>, 0>>,
  <287, <64, 128>, <1.0>, <80.9, 55.6, <0.0, 0.0>, 0>>,
  <288, <48, 128>, <1.0>, <80.7, 56.0, <0.0, 0.0>, 0>>,
  <289, <128, 256>, <1.0>, <67.0, 87.9, <0.0, 0.0>, 0>>,
  <290, <56, 256>, <1.0>, <109.0, 79.0, <0.0, 0.0>, 0>>,
  <291, <256, 64>, <1.0>, <29.0, 23.9, <0.0, 0.0>, 0>>,
  <292, <56, 512>, <1.0>, <82.5, 75.0, <0.0, 0.0>, 0>>,
  <293, <64, 512>, <1.0>, <44.7, 27.6, <0.0, 0.0>, 0>>,
  <294, <64, 128>, <1.0>, <40.1, 12.0, <0.0, 0.0>, 0>>,
  <295, <32, 512>, <1.0>, <23.7, 18.9, <0.0, 0.0>, 0>>,
  <296, <64, 256>, <1.0>, <83.1, 18.2, <0.0, 0.0>, 0>>,
  <297, <64, 256>, <1.0>, <57.3, 33.0, <0.0, 0.0>, 0>>,
  <298, <48, 256>, <1.0>, <82.5, 15.8, <0.0, 0.0>, 0>>,
  <299, <56, 256>, <1.0>, <73.1, 28.0, <0.0, 0.0>, 0>>,
  <300, <64, 64>, <1.0>, <58.4, 33.8, <0.0, 0.0>, 0>>,
  <301, <32, 256>, <1.0>, <49.3, 27.3, <0.0, 0.0>, 0>>,
  <302, <48, 128>, <1.0>, <36.8, 59.0, <0.0, 0.0>, 0>>,
  <303, <64, 128>, <1.0>, <43.4, 69.7, <0.0, 0.0>, 0>>,
  <304, <40, 512>, <1.0>, <100.1, 81.6, <0.0, 0.0>, 0>>,
  <305, <64, 512>, <1.0>, <60.5, 44.2, <0.0, 0.0>, 0>>,
  <306, <56, 512>, <1.0>, <116.5, 44.3, <0.0, 0.0>, 0>>,
  <307, <32, 128>, <1.0>, <97.4, 36.5, <0.0, 0.0>, 0>>,
  <308, <40, 256>, <1.0>, <89.8, 72.3, <0.0, 0.0>, 0>>,
  <309, <128, 512>, <1.0>, <26.2, 18.5, <0.0, 0.0>, 0>>,
  <310, <48, 64>, <1.0>, <24.6, 26.7, <0.0, 0.0>, 0>>,
  <311, <256, 512>, <1.0>, <106.8, 49.8, <0.0, 0.0>, 0>>,
  <312, <32, 512>, <1.0>, <116.8, 49.8, <0.0, 0.0>, 0>>,
  <313, <32, 64>, <1.0>, <104.3, 87.1, <0.0, 0.0>, 0>>,
