// <id, capacity (cpu, memory), features (speed), state (time_to_turn_on, time_to_turn_off, load (cpu_load, memory_load), state)>

physical_machines = {
  <0, <48, 32>, <1.0>, <49.5, 51.3, <0.0, 0.0>, 0>>,
  <46, <40, 32>, <1.0>, <84.2, 10.7, <0.0, 0.0>, 0>>,
  <47, <40, 128>, <1.0>, <116.4, 53.8, <0.0, 0.0>, 0>>,
  <48, <48, 32>, <1.0>, <39.0, 75.3, <0.0, 0.0>, 0>>,
  <49, <24, 64>, <1.0>, <20.3, 44.2, <0.0, 0.0>, 0>>,
  <50, <64, 64>, <1.0>, <27.6, 66.1, <0.0, 0.0>, 0>>,
  <51, <16, 64>, <1.0>, <82.1, 78.4, <0.0, 0.0>, 0>>,
  <52, <16, 128>, <1.0>, <113.7, 44.4, <0.0, 0.0>, 0>>,
  <53, <40, 32>, <1.0>, <95.0, 18.1, <0.0, 0.0>, 0>>,
  <54, <40, 64>, <1.0>, <85.5, 20.8, <0.0, 0.0>, 0>>,
  <55, <48, 128>, <1.0>, <73.6, 21.4, <0.0, 0.0>, 0>>,
  <56, <24, 64>, <1.0>, <61.6, 54.1, <0.0, 0.0>, 0>>,
  <57, <40, 128>, <1.0>, <118.5, 10.2, <0.0, 0.0>, 0>>,
  <58, <32, 32>, <1.0>, <28.4, 63.1, <0.0, 0.0>, 0>>,
  <59, <56, 128>, <1.0>, <67.2, 66.3, <0.0, 0.0>, 0>>,
  <60, <48, 32>, <1.0>, <89.5, 49.8, <0.0, 0.0>, 0>>,
  <61, <64, 128>, <1.0>, <43.5, 87.8, <0.0, 0.0>, 0>>,
  <62, <16, 64>, <1.0>, <45.6, 59.0, <0.0, 0.0>, 0>>,
  <63, <24, 64>, <1.0>, <30.1, 85.7, <0.0, 0.0>, 0>>,
  <64, <16, 32>, <1.0>, <29.9, 30.6, <0.0, 0.0>, 0>>,
  <65, <40, 32>, <1.0>, <33.1, 68.9, <0.0, 0.0>, 0>>,
  <66, <24, 128>, <1.0>, <45.6, 56.8, <0.0, 0.0>, 0>>,
  <67, <64, 64>, <1.0>, <37.3, 44.3, <0.0, 0.0>, 0>>,
  <68, <40, 128>, <1.0>, <117.9, 67.0, <0.0, 0.0>, 0>>,
  <69, <16, 128>, <1.0>, <18.5, 81.8, <0.0, 0.0>, 0>>,
  <70, <32, 32>, <1.0>, <70.0, 39.6, <0.0, 0.0>, 0>>,
  <71, <32, 128>, <1.0>, <76.8, 53.2, <0.0, 0.0>, 0>>,
  <72, <48, 64>, <1.0>, <65.4, 57.2, <0.0, 0.0>, 0>>,
  <73, <40, 64>, <1.0>, <62.8, 53.6, <0.0, 0.0>, 0>>,
  <74, <56, 32>, <1.0>, <50.9, 46.9, <0.0, 0.0>, 0>>,
  <75, <16, 128>, <1.0>, <32.1, 34.0, <0.0, 0.0>, 0>>,
  <76, <48, 128>, <1.0>, <70.4, 57.2, <0.0, 0.0>, 0>>,
  <77, <40, 32>, <1.0>, <103.0, 21.0, <0.0, 0.0>, 0>>,
  <78, <40, 32>, <1.0>, <84.4, 11.8, <0.0, 0.0>, 0>>,
  <79, <64, 64>, <1.0>, <113.5, 25.7, <0.0, 0.0>, 0>>,
  <80, <24, 128>, <1.0>, <49.9, 16.8, <0.0, 0.0>, 0>>,
  <81, <48, 128>, <1.0>, <19.3, 24.9, <0.0, 0.0>, 0>>,
  <82, <16, 128>, <1.0>, <31.9, 55.8, <0.0, 0.0>, 0>>,
  <83, <40, 128>, <1.0>, <114.6, 10.4, <0.0, 0.0>, 0>>,
  <84, <56, 64>, <1.0>, <69.7, 16.5, <0.0, 0.0>, 0>>,
  <85, <64, 128>, <1.0>, <37.7, 66.4, <0.0, 0.0>, 0>>,
  <86, <64, 128>, <1.0>, <17.0, 23.4, <0.0, 0.0>, 0>>,
  <87, <64, 64>, <1.0>, <68.5, 36.1, <0.0, 0.0>, 0>>,
  <88, <32, 32>, <1.0>, <57.6, 67.0, <0.0, 0.0>, 0>>,
  <89, <32, 64>, <1.0>, <79.7, 20.9, <0.0, 0.0>, 0>>,
  <90, <48, 128>, <1.0>, <113.2, 63.9, <0.0, 0.0>, 0>>,
  <91, <40, 64>, <1.0>, <91.2, 52.2, <0.0, 0.0>, 0>>,
  <92, <32, 64>, <1.0>, <75.3, 51.5, <0.0, 0.0>, 0>>,
  <93, <56, 128>, <1.0>, <70.1, 50.3, <0.0, 0.0>, 0>>,
  <94, <16, 128>, <1.0>, <88.0, 57.1, <0.0, 0.0>, 0>>,
  <95, <16, 32>, <1.0>, <66.0, 62.4, <0.0, 0.0>, 0>>,
  <96, <56, 64>, <1.0>, <43.5, 22.5, <0.0, 0.0>, 0>>,
  <97, <56, 32>, <1.0>, <109.3, 24.4, <0.0, 0.0>, 0>>,
  <98, <48, 128>, <1.0>, <116.3, 78.8, <0.0, 0.0>, 0>>,
  <99, <56, 128>, <1.0>, <105.0, 36.6, <0.0, 0.0>, 0>>,
  <100, <16, 32>, <1.0>, <59.6, 82.6, <0.0, 0.0>, 0>>,
  <101, <32, 32>, <1.0>, <49.8, 40.4, <0.0, 0.0>, 0>>,
  <102, <48, 32>, <1.0>, <110.1, 46.3, <0.0, 0.0>, 0>>,
  <103, <48, 128>, <1.0>, <88.8, 75.3, <0.0, 0.0>, 0>>,
  <104, <40, 64>, <1.0>, <103.7, 34.4, <0.0, 0.0>, 0>>,
  <105, <56, 128>, <1.0>, <115.1, 20.3, <0.0, 0.0>, 0>>,
  <106, <32, 128>, <1.0>, <76.0, 81.8, <0.0, 0.0>, 0>>,
  <107, <32, 128>, <1.0>, <50.7, 17.2, <0.0, 0.0>, 0>>,
  <108, <16, 128>, <1.0>, <43.6, 25.5, <0.0, 0.0>, 0>>,
  <109, <32, 128>, <1.0>, <109.1, 12.2, <0.0, 0.0>, 0>>,
  <110, <16, 64>, <1.0>, <81.4, 16.3, <0.0, 0.0>, 0>>,
  <111, <16, 32>, <1.0>, <107.7, 36.8, <0.0, 0.0>, 0>>,
  <112, <16, 128>, <1.0>, <35.3, 62.7, <0.0, 0.0>, 0>>,
  <113, <56, 32>, <1.0>, <105.2, 32.1, <0.0, 0.0>, 0>>,
  <114, <24, 32>, <1.0>, <26.4, 51.0, <0.0, 0.0>, 0>>,
  <115, <16, 128>, <1.0>, <20.8, 87.7, <0.0, 0.0>, 0>>,
  <116, <16, 32>, <1.0>, <55.4, 64.1, <0.0, 0.0>, 0>>,
  <117, <56, 128>, <1.0>, <111.5, 89.1, <0.0, 0.0>, 0>>,
  <118, <24, 32>, <1.0>, <32.6, 76.1, <0.0, 0.0>, 0>>,
  <119, <24, 32>, <1.0>, <16.8, 76.5, <0.0, 0.0>, 0>>,
  <120, <40, 64>, <1.0>, <75.6, 18.8, <0.0, 0.0>, 0>>,
  <121, <48, 64>, <1.0>, <15.6, 33.9, <0.0, 0.0>, 0>>,
  <122, <56, 128>, <1.0>, <43.5, 37.8, <0.0, 0.0>, 0>>,
  <123, <48, 32>, <1.0>, <68.8, 45.9, <0.0, 0.0>, 0>>,
  <124, <32, 128>, <1.0>, <106.8, 30.9, <0.0, 0.0>, 0>>,
  <125, <16, 32>, <1.0>, <23.5, 83.0, <0.0, 0.0>, 0>>,
  <126, <64, 128>, <1.0>, <26.1, 87.4, <0.0, 0.0>, 0>>,
  <127, <64, 64>, <1.0>, <58.1, 60.3, <0.0, 0.0>, 0>>,
  <128, <64, 32>, <1.0>, <43.2, 63.8, <0.0, 0.0>, 0>>,
  <129, <40, 64>, <1.0>, <29.7, 74.6, <0.0, 0.0>, 0>>,
  <130, <32, 32>, <1.0>, <102.3, 69.4, <0.0, 0.0>, 0>>,
  <131, <32, 128>, <1.0>, <75.2, 52.5, <0.0, 0.0>, 0>>,
  <132, <40, 128>, <1.0>, <92.4, 73.2, <0.0, 0.0>, 0>>,
  <133, <56, 32>, <1.0>, <108.3, 17.5, <0.0, 0.0>, 0>>,
  <134, <24, 64>, <1.0>, <100.3, 25.5, <0.0, 0.0>, 0>>,
  <135, <56, 64>, <1.0>, <102.2, 43.9, <0.0, 0.0>, 0>>,
  <136, <16, 32>, <1.0>, <98.6, 85.3, <0.0, 0.0>, 0>>,
  <137, <40, 128>, <1.0>, <60.8, 66.7, <0.0, 0.0>, 0>>,
  <138, <56, 128>, <1.0>, <109.3, 16.0, <0.0, 0.0>, 0>>,
  <139, <48, 32>, <1.0>, <61.6, 10.5, <0.0, 0.0>, 0>>,
  <140, <40, 32>, <1.0>, <65.4, 35.4, <0.0, 0.0>, 0>>,
  <141, <40, 128>, <1.0>, <56.2, 85.9, <0.0, 0.0>, 0>>,
  <142, <40, 64>, <1.0>, <101.9, 20.3, <0.0, 0.0>, 0>>,
  <143, <56, 64>, <1.0>, <40.9, 43.5, <0.0, 0.0>, 0>>,
  <144, <24, 128>, <1.0>, <15.2, 83.8, <0.0, 0.0>, 0>>,
  <145, <40, 64>, <1.0>, <109.8, 31.9, <0.0, 0.0>, 0>>,
  <146, <16, 64>, <1.0>, <71.2, 19.5, <0.0, 0.0>, 0>>,
  <147, <56, 64>, <1.0>, <15.5, 35.1, <0.0, 0.0>, 0>>,
  <148, <24, 128>, <1.0>, <27.6, 21.0, <0.0, 0.0>, 0>>,
  <149, <40, 128>, <1.0>, <85.5, 13.5, <0.0, 0.0>, 0>>,
  <150, <32, 32>, <1.0>, <52.0, 37.1, <0.0, 0.0>, 0>>,
  <151, <16, 32>, <1.0>, <63.6, 10.5, <0.0, 0.0>, 0>>,
  <152, <48, 32>, <1.0>, <22.0, 27.3, <0.0, 0.0>, 0>>,
  <153, <16, 32>, <1.0>, <98.5, 30.9, <0.0, 0.0>, 0>>,
  <154, <48, 128>, <1.0>, <19.8, 68.8, <0.0, 0.0>, 0>>,
  <155, <16, 64>, <1.0>, <44.3, 72.0, <0.0, 0.0>, 0>>,
  <156, <64, 32>, <1.0>, <99.1, 77.6, <0.0, 0.0>, 0>>,
  <157, <56, 32>, <1.0>, <110.8, 35.1, <0.0, 0.0>, 0>>,
  <158, <56, 32>, <1.0>, <55.1, 33.7, <0.0, 0.0>, 0>>,
  <159, <32, 128>, <1.0>, <53.4, 59.2, <0.0, 0.0>, 0>>,
  <160, <24, 64>, <1.0>, <62.0, 14.0, <0.0, 0.0>, 0>>,
  <161, <64, 64>, <1.0>, <80.3, 78.3, <0.0, 0.0>, 0>>,
  <162, <48, 64>, <1.0>, <93.1, 42.7, <0.0, 0.0>, 0>>,
  <163, <16, 128>, <1.0>, <111.3, 37.9, <0.0, 0.0>, 0>>,
  <164, <24, 128>, <1.0>, <76.2, 54.1, <0.0, 0.0>, 0>>,
  <165, <24, 64>, <1.0>, <93.9, 42.8, <0.0, 0.0>, 0>>,
  <166, <64, 64>, <1.0>, <22.8, 15.9, <0.0, 0.0>, 0>>,
  <167, <24, 128>, <1.0>, <34.1, 42.5, <0.0, 0.0>, 0>>,
  <168, <32, 128>, <1.0>, <96.9, 11.1, <0.0, 0.0>, 0>>,
  <169, <48, 32>, <1.0>, <47.2, 14.5, <0.0, 0.0>, 0>>,
  <170, <48, 32>, <1.0>, <26.3, 79.4, <0.0, 0.0>, 0>>,
  <171, <16, 128>, <1.0>, <71.8, 52.4, <0.0, 0.0>, 0>>,
  <172, <56, 128>, <1.0>, <80.0, 45.7, <0.0, 0.0>, 0>>,
  <173, <40, 128>, <1.0>, <108.9, 52.3, <0.0, 0.0>, 0>>,
  <174, <40, 64>, <1.0>, <31.1, 58.3, <0.0, 0.0>, 0>>,
  <175, <56, 32>, <1.0>, <111.1, 48.1, <0.0, 0.0>, 0>>,
  <176, <56, 128>, <1.0>, <86.0, 65.7, <0.0, 0.0>, 0>>,
  <177, <32, 128>, <1.0>, <118.5, 81.2, <0.0, 0.0>, 0>>,
  <178, <40, 32>, <1.0>, <90.8, 41.6, <0.0, 0.0>, 0>>,
  <179, <64, 32>, <1.0>, <25.7, 61.5, <0.0, 0.0>, 0>>,
  <180, <64, 128>, <1.0>, <79.4, 53.9, <0.0, 0.0>, 0>>,
  <181, <48, 64>, <1.0>, <106.2, 31.1, <0.0, 0.0>, 0>>,
  <182, <40, 128>, <1.0>, <51.3, 45.3, <0.0, 0.0>, 0>>,
  <183, <16, 128>, <1.0>, <48.4, 65.8, <0.0, 0.0>, 0>>,
  <184, <56, 128>, <1.0>, <68.9, 33.7, <0.0, 0.0>, 0>>,
  <185, <56, 128>, <1.0>, <22.1, 20.8, <0.0, 0.0>, 0>>,
  <186, <64, 64>, <1.0>, <24.6, 75.9, <0.0, 0.0>, 0>>,
  <187, <24, 32>, <1.0>, <91.8, 67.7, <0.0, 0.0>, 0>>,
  <188, <32, 128>, <1.0>, <72.4, 41.5, <0.0, 0.0>, 0>>,
  <189, <16, 128>, <1.0>, <99.6, 16.2, <0.0, 0.0>, 0>>,
  <190, <40, 32>, <1.0>, <51.5, 27.7, <0.0, 0.0>, 0>>,
  <191, <56, 64>, <1.0>, <32.9, 86.5, <0.0, 0.0>, 0>>,
  <192, <64, 128>, <1.0>, <51.0, 69.7, <0.0, 0.0>, 0>>,
  <193, <56, 32>, <1.0>, <97.8, 11.5, <0.0, 0.0>, 0>>,
  <194, <24, 128>, <1.0>, <22.4, 43.7, <0.0, 0.0>, 0>>,
  <195, <16, 32>, <1.0>, <36.9, 45.9, <0.0, 0.0>, 0>>,
  <196, <16, 64>, <1.0>, <54.3, 79.0, <0.0, 0.0>, 0>>,
  <197, <56, 64>, <1.0>, <16.4, 26.7, <0.0, 0.0>, 0>>,
  <198, <16, 32>, <1.0>, <84.5, 32.8, <0.0, 0.0>, 0>>,
  <199, <64, 32>, <1.0>, <17.8, 20.8, <0.0, 0.0>, 0>>
};

nb_points = 11;

power_function = [
  [<0.0, 110.65>, <0.1, 162.25>, <0.2, 183.42>, <0.3, 202.36>, <0.4, 223.09>, <0.5, 243.66>, <0.6, 266.35>, <0.7, 290.62>, <0.8, 317.74>, <0.9, 362.22>, <1.0, 392.14>],
  [<0.0, 104.69>, <0.1, 151.26>, <0.2, 169.98>, <0.3, 186.57>, <0.4, 204.95>, <0.5, 223.51>, <0.6, 243.98>, <0.7, 265.89>, <0.8, 291.59>, <0.9, 332.76>, <1.0, 359.82>],
  [<0.0, 83.88>, <0.1, 114.13>, <0.2, 125.13>, <0.3, 134.3>, <0.4, 145.22>, <0.5, 157.0>, <0.6, 169.76>, <0.7, 183.09>, <0.8, 201.82>, <0.9, 229.7>, <1.0, 246.4>],
  [<0.0, 110.65>, <0.1, 162.25>, <0.2, 183.42>, <0.3, 202.36>, <0.4, 223.09>, <0.5, 243.66>, <0.6, 266.35>, <0.7, 290.62>, <0.8, 317.74>, <0.9, 362.22>, <1.0, 392.14>],
  [<0.0, 119.38>, <0.1, 174.69>, <0.2, 196.97>, <0.3, 217.1>, <0.4, 239.02>, <0.5, 261.85>, <0.6, 287.7>, <0.7, 316.46>, <0.8, 351.66>, <0.9, 406.33>, <1.0, 441.48>],
  [<0.0, 110.51>, <0.1, 159.55>, <0.2, 179.01>, <0.3, 196.4>, <0.4, 215.57>, <0.5, 235.64>, <0.6, 258.21>, <0.7, 283.12>, <0.8, 314.2>, <0.9, 362.18>, <1.0, 392.71>],
  [<0.0, 84.03>, <0.1, 116.83>, <0.2, 129.54>, <0.3, 140.26>, <0.4, 152.74>, <0.5, 165.02>, <0.6, 177.89>, <0.7, 190.59>, <0.8, 205.36>, <0.9, 229.74>, <1.0, 245.83>],
  [<0.0, 83.88>, <0.1, 114.13>, <0.2, 125.13>, <0.3, 134.3>, <0.4, 145.22>, <0.5, 157.0>, <0.6, 169.76>, <0.7, 183.09>, <0.8, 201.82>, <0.9, 229.7>, <1.0, 246.4>],
  [<0.0, 110.51>, <0.1, 159.55>, <0.2, 179.01>, <0.3, 196.4>, <0.4, 215.57>, <0.5, 235.64>, <0.6, 258.21>, <0.7, 283.12>, <0.8, 314.2>, <0.9, 362.18>, <1.0, 392.71>],
  [<0.0, 113.56>, <0.1, 166.4>, <0.2, 187.94>, <0.3, 207.27>, <0.4, 228.4>, <0.5, 249.73>, <0.6, 273.46>, <0.7, 299.23>, <0.8, 329.05>, <0.9, 376.92>, <1.0, 408.59>],
  [<0.0, 119.53>, <0.1, 177.39>, <0.2, 201.38>, <0.3, 223.06>, <0.4, 246.54>, <0.5, 269.88>, <0.6, 295.83>, <0.7, 323.97>, <0.8, 355.2>, <0.9, 406.38>, <1.0, 440.91>],
  [<0.0, 122.44>, <0.1, 181.54>, <0.2, 205.9>, <0.3, 227.97>, <0.4, 251.85>, <0.5, 275.94>, <0.6, 302.95>, <0.7, 332.58>, <0.8, 366.51>, <0.9, 421.08>, <1.0, 457.36>],
  [<0.0, 95.81>, <0.1, 136.12>, <0.2, 152.02>, <0.3, 165.87>, <0.4, 181.5>, <0.5, 197.3>, <0.6, 214.49>, <0.7, 232.55>, <0.8, 254.13>, <0.9, 288.61>, <1.0, 311.04>],
  [<0.0, 128.4>, <0.1, 192.53>, <0.2, 219.34>, <0.3, 243.76>, <0.4, 269.99>, <0.5, 296.09>, <0.6, 325.32>, <0.7, 357.31>, <0.8, 392.66>, <0.9, 450.53>, <1.0, 489.68>],
  [<0.0, 131.31>, <0.1, 196.67>, <0.2, 223.86>, <0.3, 248.67>, <0.4, 275.3>, <0.5, 302.16>, <0.6, 332.43>, <0.7, 365.92>, <0.8, 403.97>, <0.9, 465.24>, <1.0, 506.13>],
  [<0.0, 101.78>, <0.1, 147.11>, <0.2, 165.46>, <0.3, 181.66>, <0.4, 199.64>, <0.5, 217.45>, <0.6, 236.86>, <0.7, 257.28>, <0.8, 280.28>, <0.9, 318.06>, <1.0, 343.37>],
  [<0.0, 75.16>, <0.1, 101.69>, <0.2, 111.58>, <0.3, 119.56>, <0.4, 129.28>, <0.5, 138.81>, <0.6, 148.4>, <0.7, 157.25>, <0.8, 167.9>, <0.9, 185.58>, <1.0, 197.05>],
  [<0.0, 119.53>, <0.1, 177.39>, <0.2, 201.38>, <0.3, 223.06>, <0.4, 246.54>, <0.5, 269.88>, <0.6, 295.83>, <0.7, 323.97>, <0.8, 355.2>, <0.9, 406.38>, <1.0, 440.91>],
  [<0.0, 78.07>, <0.1, 105.84>, <0.2, 116.09>, <0.3, 124.47>, <0.4, 134.6>, <0.5, 144.87>, <0.6, 155.52>, <0.7, 165.86>, <0.8, 179.21>, <0.9, 200.29>, <1.0, 213.5>],
  [<0.0, 86.94>, <0.1, 120.98>, <0.2, 134.06>, <0.3, 145.17>, <0.4, 158.05>, <0.5, 171.08>, <0.6, 185.01>, <0.7, 199.2>, <0.8, 216.67>, <0.9, 244.45>, <1.0, 262.27>],
  [<0.0, 101.78>, <0.1, 147.11>, <0.2, 165.46>, <0.3, 181.66>, <0.4, 199.64>, <0.5, 217.45>, <0.6, 236.86>, <0.7, 257.28>, <0.8, 280.28>, <0.9, 318.06>, <1.0, 343.37>],
  [<0.0, 83.88>, <0.1, 114.13>, <0.2, 125.13>, <0.3, 134.3>, <0.4, 145.22>, <0.5, 157.0>, <0.6, 169.76>, <0.7, 183.09>, <0.8, 201.82>, <0.9, 229.7>, <1.0, 246.4>],
  [<0.0, 122.44>, <0.1, 181.54>, <0.2, 205.9>, <0.3, 227.97>, <0.4, 251.85>, <0.5, 275.94>, <0.6, 302.95>, <0.7, 332.58>, <0.8, 366.51>, <0.9, 421.08>, <1.0, 457.36>],
  [<0.0, 83.88>, <0.1, 114.13>, <0.2, 125.13>, <0.3, 134.3>, <0.4, 145.22>, <0.5, 157.0>, <0.6, 169.76>, <0.7, 183.09>, <0.8, 201.82>, <0.9, 229.7>, <1.0, 246.4>],
  [<0.0, 131.31>, <0.1, 196.67>, <0.2, 223.86>, <0.3, 248.67>, <0.4, 275.3>, <0.5, 302.16>, <0.6, 332.43>, <0.7, 365.92>, <0.8, 403.97>, <0.9, 465.24>, <1.0, 506.13>],
  [<0.0, 119.53>, <0.1, 177.39>, <0.2, 201.38>, <0.3, 223.06>, <0.4, 246.54>, <0.5, 269.88>, <0.6, 295.83>, <0.7, 323.97>, <0.8, 355.2>, <0.9, 406.38>, <1.0, 440.91>],
  [<0.0, 86.94>, <0.1, 120.98>, <0.2, 134.06>, <0.3, 145.17>, <0.4, 158.05>, <0.5, 171.08>, <0.6, 185.01>, <0.7, 199.2>, <0.8, 216.67>, <0.9, 244.45>, <1.0, 262.27>],
  [<0.0, 86.94>, <0.1, 120.98>, <0.2, 134.06>, <0.3, 145.17>, <0.4, 158.05>, <0.5, 171.08>, <0.6, 185.01>, <0.7, 199.2>, <0.8, 216.67>, <0.9, 244.45>, <1.0, 262.27>],
  [<0.0, 101.63>, <0.1, 144.41>, <0.2, 161.05>, <0.3, 175.7>, <0.4, 192.12>, <0.5, 209.43>, <0.6, 228.73>, <0.7, 249.77>, <0.8, 276.74>, <0.9, 318.02>, <1.0, 343.94>],
  [<0.0, 119.38>, <0.1, 174.69>, <0.2, 196.97>, <0.3, 217.1>, <0.4, 239.02>, <0.5, 261.85>, <0.6, 287.7>, <0.7, 316.46>, <0.8, 351.66>, <0.9, 406.33>, <1.0, 441.48>],
  [<0.0, 84.03>, <0.1, 116.83>, <0.2, 129.54>, <0.3, 140.26>, <0.4, 152.74>, <0.5, 165.02>, <0.6, 177.89>, <0.7, 190.59>, <0.8, 205.36>, <0.9, 229.74>, <1.0, 245.83>],
  [<0.0, 119.53>, <0.1, 177.39>, <0.2, 201.38>, <0.3, 223.06>, <0.4, 246.54>, <0.5, 269.88>, <0.6, 295.83>, <0.7, 323.97>, <0.8, 355.2>, <0.9, 406.38>, <1.0, 440.91>],
  [<0.0, 84.03>, <0.1, 116.83>, <0.2, 129.54>, <0.3, 140.26>, <0.4, 152.74>, <0.5, 165.02>, <0.6, 177.89>, <0.7, 190.59>, <0.8, 205.36>, <0.9, 229.74>, <1.0, 245.83>],
  [<0.0, 119.53>, <0.1, 177.39>, <0.2, 201.38>, <0.3, 223.06>, <0.4, 246.54>, <0.5, 269.88>, <0.6, 295.83>, <0.7, 323.97>, <0.8, 355.2>, <0.9, 406.38>, <1.0, 440.91>],
  [<0.0, 122.44>, <0.1, 181.54>, <0.2, 205.9>, <0.3, 227.97>, <0.4, 251.85>, <0.5, 275.94>, <0.6, 302.95>, <0.7, 332.58>, <0.8, 366.51>, <0.9, 421.08>, <1.0, 457.36>],
  [<0.0, 119.38>, <0.1, 174.69>, <0.2, 196.97>, <0.3, 217.1>, <0.4, 239.02>, <0.5, 261.85>, <0.6, 287.7>, <0.7, 316.46>, <0.8, 351.66>, <0.9, 406.33>, <1.0, 441.48>],
  [<0.0, 78.07>, <0.1, 105.84>, <0.2, 116.09>, <0.3, 124.47>, <0.4, 134.6>, <0.5, 144.87>, <0.6, 155.52>, <0.7, 165.86>, <0.8, 179.21>, <0.9, 200.29>, <1.0, 213.5>],
  [<0.0, 101.78>, <0.1, 147.11>, <0.2, 165.46>, <0.3, 181.66>, <0.4, 199.64>, <0.5, 217.45>, <0.6, 236.86>, <0.7, 257.28>, <0.8, 280.28>, <0.9, 318.06>, <1.0, 343.37>],
  [<0.0, 101.78>, <0.1, 147.11>, <0.2, 165.46>, <0.3, 181.66>, <0.4, 199.64>, <0.5, 217.45>, <0.6, 236.86>, <0.7, 257.28>, <0.8, 280.28>, <0.9, 318.06>, <1.0, 343.37>],
  [<0.0, 119.38>, <0.1, 174.69>, <0.2, 196.97>, <0.3, 217.1>, <0.4, 239.02>, <0.5, 261.85>, <0.6, 287.7>, <0.7, 316.46>, <0.8, 351.66>, <0.9, 406.33>, <1.0, 441.48>],
