// <id, capacity (cpu, memory), features (speed), state (time_to_turn_on, time_to_turn_off, load (cpu_load, memory_load), state)>

physical_machines = {
  <0, <10, 128>, <1.0>, <31.0, 9.6, <0.0, 0.0>, 0>>,
  <155, <16, 128>, <1.0>, <11.9, 18.9, <0.0, 0.0>, 0>>,
  <156, <32, 32>, <1.0>, <14.4, 17.6, <0.0, 0.0>, 0>>,
  <157, <48, 32>, <1.0>, <25.6, 8.5, <0.0, 0.0>, 0>>,
  <158, <10, 64>, <1.0>, <50.6, 7.2, <0.0, 0.0>, 0>>,
  <159, <32, 64>, <1.0>, <26.7, 28.2, <0.0, 0.0>, 0>>,
  <160, <48, 32>, <1.0>, <60.0, 22.5, <0.0, 0.0>, 0>>,
  <161, <48, 32>, <1.0>, <31.3, 8.9, <0.0, 0.0>, 0>>,
  <162, <10, 64>, <1.0>, <24.2, 22.5, <0.0, 0.0>, 0>>,
  <163, <10, 64>, <1.0>, <18.6, 9.6, <0.0, 0.0>, 0>>,
  <164, <48, 32>, <1.0>, <47.4, 10.9, <0.0, 0.0>, 0>>,
  <165, <32, 32>, <1.0>, <29.4, 8.9, <0.0, 0.0>, 0>>,
  <166, <16, 128>, <1.0>, <46.8, 5.6, <0.0, 0.0>, 0>>,
  <167, <40, 64>, <1.0>, <55.7, 13.4, <0.0, 0.0>, 0>>,
  <168, <40, 64>, <1.0>, <50.0, 25.6, <0.0, 0.0>, 0>>,
  <169, <10, 64>, <1.0>, <18.8, 5.4, <0.0, 0.0>, 0>>,
  <170, <32, 128>, <1.0>, <33.7, 9.4, <0.0, 0.0>, 0>>,
  <171, <48, 64>, <1.0>, <31.5, 26.9, <0.0, 0.0>, 0>>,
  <172, <10, 128>, <1.0>, <49.7, 22.3, <0.0, 0.0>, 0>>,
  <173, <16, 64>, <1.0>, <45.7, 9.2, <0.0, 0.0>, 0>>,
  <174, <48, 64>, <1.0>, <40.7, 5.2, <0.0, 0.0>, 0>>,
  <175, <40, 32>, <1.0>, <47.6, 25.0, <0.0, 0.0>, 0>>,
  <176, <24, 128>, <1.0>, <10.6, 5.8, <0.0, 0.0>, 0>>,
  <177, <48, 128>, <1.0>, <25.9, 25.2, <0.0, 0.0>, 0>>,
  <178, <32, 32>, <1.0>, <58.9, 25.7, <0.0, 0.0>, 0>>,
  <179, <16, 64>, <1.0>, <46.8, 7.3, <0.0, 0.0>, 0>>,
  <180, <10, 64>, <1.0>, <16.3, 24.5, <0.0, 0.0>, 0>>,
  <181, <24, 64>, <1.0>, <35.7, 24.8, <0.0, 0.0>, 0>>,
  <182, <10, 32>, <1.0>, <51.1, 7.1, <0.0, 0.0>, 0>>,
  <183, <24, 64>, <1.0>, <57.3, 28.6, <0.0, 0.0>, 0>>,
  <184, <40, 32>, <1.0>, <27.3, 23.7, <0.0, 0.0>, 0>>,
  <185, <10, 128>, <1.0>, <25.2, 8.7, <0.0, 0.0>, 0>>,
  <186, <40, 32>, <1.0>, <32.0, 8.5, <0.0, 0.0>, 0>>,
  <187, <40, 64>, <1.0>, <35.3, 23.1, <0.0, 0.0>, 0>>,
  <188, <24, 128>, <1.0>, <29.8, 19.3, <0.0, 0.0>, 0>>,
  <189, <32, 128>, <1.0>, <25.9, 13.6, <0.0, 0.0>, 0>>,
  <190, <40, 128>, <1.0>, <22.9, 23.5, <0.0, 0.0>, 0>>,
  <191, <16, 64>, <1.0>, <22.7, 15.3, <0.0, 0.0>, 0>>,
  <192, <48, 128>, <1.0>, <55.8, 10.2, <0.0, 0.0>, 0>>,
  <193, <32, 32>, <1.0>, <55.4, 25.3, <0.0, 0.0>, 0>>,
  <194, <40, 32>, <1.0>, <10.9, 22.9, <0.0, 0.0>, 0>>,
  <195, <32, 64>, <1.0>, <31.4, 16.9, <0.0, 0.0>, 0>>,
  <196, <32, 32>, <1.0>, <29.6, 6.6, <0.0, 0.0>, 0>>,
  <197, <40, 128>, <1.0>, <55.5, 8.4, <0.0, 0.0>, 0>>,
  <198, <24, 64>, <1.0>, <12.6, 5.3, <0.0, 0.0>, 0>>,
  <199, <24, 128>, <1.0>, <27.3, 20.3, <0.0, 0.0>, 0>>,
  <200, <40, 64>, <1.0>, <29.9, 18.7, <0.0, 0.0>, 0>>,
  <201, <40, 32>, <1.0>, <25.7, 12.6, <0.0, 0.0>, 0>>,
  <202, <16, 32>, <1.0>, <25.0, 22.4, <0.0, 0.0>, 0>>,
  <203, <24, 128>, <1.0>, <46.4, 5.1, <0.0, 0.0>, 0>>,
  <204, <24, 64>, <1.0>, <15.5, 24.4, <0.0, 0.0>, 0>>,
  <205, <40, 32>, <1.0>, <49.2, 21.1, <0.0, 0.0>, 0>>,
  <206, <48, 32>, <1.0>, <52.9, 24.4, <0.0, 0.0>, 0>>,
  <207, <48, 32>, <1.0>, <29.3, 14.3, <0.0, 0.0>, 0>>,
  <208, <48, 32>, <1.0>, <43.2, 25.4, <0.0, 0.0>, 0>>,
  <209, <48, 64>, <1.0>, <14.7, 17.7, <0.0, 0.0>, 0>>,
  <210, <10, 64>, <1.0>, <12.8, 18.7, <0.0, 0.0>, 0>>,
  <211, <24, 64>, <1.0>, <46.7, 16.8, <0.0, 0.0>, 0>>,
  <212, <32, 32>, <1.0>, <11.9, 11.1, <0.0, 0.0>, 0>>,
  <213, <10, 128>, <1.0>, <30.6, 15.3, <0.0, 0.0>, 0>>,
  <214, <24, 128>, <1.0>, <23.8, 12.5, <0.0, 0.0>, 0>>,
  <215, <48, 64>, <1.0>, <27.5, 24.0, <0.0, 0.0>, 0>>,
  <216, <48, 64>, <1.0>, <23.2, 25.1, <0.0, 0.0>, 0>>,
  <217, <32, 32>, <1.0>, <26.4, 22.6, <0.0, 0.0>, 0>>,
  <218, <40, 32>, <1.0>, <44.4, 22.9, <0.0, 0.0>, 0>>,
  <219, <24, 32>, <1.0>, <39.8, 11.8, <0.0, 0.0>, 0>>,
  <220, <24, 64>, <1.0>, <12.3, 15.0, <0.0, 0.0>, 0>>,
  <221, <32, 128>, <1.0>, <16.3, 14.9, <0.0, 0.0>, 0>>,
  <222, <40, 32>, <1.0>, <11.2, 16.9, <0.0, 0.0>, 0>>,
  <223, <10, 32>, <1.0>, <30.1, 29.4, <0.0, 0.0>, 0>>,
  <224, <32, 64>, <1.0>, <26.1, 21.9, <0.0, 0.0>, 0>>,
  <225, <16, 64>, <1.0>, <14.0, 7.7, <0.0, 0.0>, 0>>,
  <226, <10, 64>, <1.0>, <19.0, 6.2, <0.0, 0.0>, 0>>,
  <227, <48, 128>, <1.0>, <15.1, 27.2, <0.0, 0.0>, 0>>,
  <228, <40, 32>, <1.0>, <29.9, 22.2, <0.0, 0.0>, 0>>,
  <229, <32, 64>, <1.0>, <56.0, 17.0, <0.0, 0.0>, 0>>,
  <230, <32, 32>, <1.0>, <33.9, 25.2, <0.0, 0.0>, 0>>,
  <231, <32, 128>, <1.0>, <41.2, 21.3, <0.0, 0.0>, 0>>,
  <232, <48, 64>, <1.0>, <52.2, 14.0, <0.0, 0.0>, 0>>,
  <233, <10, 64>, <1.0>, <39.4, 19.7, <0.0, 0.0>, 0>>,
  <234, <48, 128>, <1.0>, <15.0, 15.9, <0.0, 0.0>, 0>>,
  <235, <16, 64>, <1.0>, <39.6, 25.9, <0.0, 0.0>, 0>>,
  <236, <10, 64>, <1.0>, <21.7, 18.8, <0.0, 0.0>, 0>>,
  <237, <24, 128>, <1.0>, <25.3, 24.5, <0.0, 0.0>, 0>>,
  <238, <16, 128>, <1.0>, <26.8, 5.1, <0.0, 0.0>, 0>>,
  <239, <24, 32>, <1.0>, <53.2, 6.7, <0.0, 0.0>, 0>>,
  <240, <24, 128>, <1.0>, <25.0, 19.1, <0.0, 0.0>, 0>>,
  <241, <16, 128>, <1.0>, <24.3, 9.5, <0.0, 0.0>, 0>>,
  <242, <24, 64>, <1.0>, <14.1, 25.3, <0.0, 0.0>, 0>>,
  <243, <16, 128>, <1.0>, <40.8, 18.1, <0.0, 0.0>, 0>>,
  <244, <16, 128>, <1.0>, <51.7, 16.2, <0.0, 0.0>, 0>>,
  <245, <32, 128>, <1.0>, <22.0, 5.8, <0.0, 0.0>, 0>>,
  <246, <10, 128>, <1.0>, <52.8, 21.9, <0.0, 0.0>, 0>>,
  <247, <24, 64>, <1.0>, <16.5, 13.1, <0.0, 0.0>, 0>>,
  <248, <40, 64>, <1.0>, <25.5, 26.3, <0.0, 0.0>, 0>>,
  <249, <16, 64>, <1.0>, <58.9, 25.6, <0.0, 0.0>, 0>>,
  <250, <10, 128>, <1.0>, <53.6, 11.6, <0.0, 0.0>, 0>>,
  <251, <16, 32>, <1.0>, <48.4, 9.8, <0.0, 0.0>, 0>>,
  <252, <10, 32>, <1.0>, <14.1, 9.0, <0.0, 0.0>, 0>>,
  <253, <24, 64>, <1.0>, <16.1, 17.1, <0.0, 0.0>, 0>>,
  <254, <24, 32>, <1.0>, <22.9, 28.9, <0.0, 0.0>, 0>>,
  <255, <24, 32>, <1.0>, <58.9, 10.3, <0.0, 0.0>, 0>>,
  <256, <40, 128>, <1.0>, <23.8, 10.7, <0.0, 0.0>, 0>>,
  <257, <40, 64>, <1.0>, <51.1, 17.4, <0.0, 0.0>, 0>>,
  <258, <32, 32>, <1.0>, <45.0, 13.7, <0.0, 0.0>, 0>>,
  <259, <48, 128>, <1.0>, <49.4, 24.8, <0.0, 0.0>, 0>>,
  <260, <24, 128>, <1.0>, <21.2, 9.1, <0.0, 0.0>, 0>>,
  <261, <10, 32>, <1.0>, <15.2, 19.1, <0.0, 0.0>, 0>>,
  <262, <48, 32>, <1.0>, <27.0, 25.7, <0.0, 0.0>, 0>>,
  <263, <16, 64>, <1.0>, <10.6, 14.4, <0.0, 0.0>, 0>>,
  <264, <24, 64>, <1.0>, <29.2, 13.3, <0.0, 0.0>, 0>>,
  <265, <24, 32>, <1.0>, <48.1, 30.0, <0.0, 0.0>, 0>>,
  <266, <32, 32>, <1.0>, <40.2, 26.0, <0.0, 0.0>, 0>>,
  <267, <16, 32>, <1.0>, <21.6, 15.3, <0.0, 0.0>, 0>>,
  <268, <40, 64>, <1.0>, <59.3, 6.9, <0.0, 0.0>, 0>>,
  <269, <16, 128>, <1.0>, <28.0, 29.7, <0.0, 0.0>, 0>>,
  <270, <48, 32>, <1.0>, <31.5, 6.7, <0.0, 0.0>, 0>>,
  <271, <48, 64>, <1.0>, <28.6, 10.2, <0.0, 0.0>, 0>>,
  <272, <24, 32>, <1.0>, <32.2, 21.2, <0.0, 0.0>, 0>>,
  <273, <48, 128>, <1.0>, <31.1, 24.1, <0.0, 0.0>, 0>>,
  <274, <40, 128>, <1.0>, <24.7, 24.5, <0.0, 0.0>, 0>>,
  <275, <16, 128>, <1.0>, <29.2, 5.5, <0.0, 0.0>, 0>>,
  <276, <32, 64>, <1.0>, <34.3, 22.1, <0.0, 0.0>, 0>>,
  <277, <40, 128>, <1.0>, <46.8, 17.8, <0.0, 0.0>, 0>>,
  <278, <32, 64>, <1.0>, <51.5, 14.4, <0.0, 0.0>, 0>>,
  <279, <48, 32>, <1.0>, <20.7, 6.0, <0.0, 0.0>, 0>>,
  <280, <10, 32>, <1.0>, <34.0, 10.1, <0.0, 0.0>, 0>>,
  <281, <10, 128>, <1.0>, <19.4, 25.7, <0.0, 0.0>, 0>>,
  <282, <16, 32>, <1.0>, <27.5, 29.0, <0.0, 0.0>, 0>>,
  <283, <40, 32>, <1.0>, <57.3, 26.8, <0.0, 0.0>, 0>>,
  <284, <16, 64>, <1.0>, <48.5, 18.4, <0.0, 0.0>, 0>>,
  <285, <16, 32>, <1.0>, <31.3, 6.9, <0.0, 0.0>, 0>>,
  <286, <24, 32>, <1.0>, <16.0, 19.7, <0.0, 0.0>, 0>>,
  <287, <32, 128>, <1.0>, <32.6, 9.6, <0.0, 0.0>, 0>>,
  <288, <32, 64>, <1.0>, <17.5, 7.4, <0.0, 0.0>, 0>>,
  <289, <48, 64>, <1.0>, <37.0, 17.9, <0.0, 0.0>, 0>>,
  <290, <40, 64>, <1.0>, <54.5, 22.0, <0.0, 0.0>, 0>>,
  <291, <16, 128>, <1.0>, <39.6, 22.6, <0.0, 0.0>, 0>>,
  <292, <40, 128>, <1.0>, <51.5, 15.7, <0.0, 0.0>, 0>>,
  <293, <10, 128>, <1.0>, <15.9, 10.6, <0.0, 0.0>, 0>>,
  <294, <40, 32>, <1.0>, <11.9, 22.6, <0.0, 0.0>, 0>>,
  <295, <24, 32>, <1.0>, <56.9, 28.0, <0.0, 0.0>, 0>>,
  <296, <10, 32>, <1.0>, <52.2, 11.7, <0.0, 0.0>, 0>>,
  <297, <48, 32>, <1.0>, <52.7, 19.7, <0.0, 0.0>, 0>>,
  <298, <32, 64>, <1.0>, <20.4, 23.9, <0.0, 0.0>, 0>>,
  <299, <40, 128>, <1.0>, <57.0, 28.3, <0.0, 0.0>, 0>>,
  <300, <16, 128>, <1.0>, <42.5, 11.5, <0.0, 0.0>, 0>>,
  <301, <16, 32>, <1.0>, <15.2, 15.8, <0.0, 0.0>, 0>>,
  <302, <16, 64>, <1.0>, <30.4, 18.5, <0.0, 0.0>, 0>>,
  <303, <24, 64>, <1.0>, <43.6, 16.8, <0.0, 0.0>, 0>>,
  <304, <40, 128>, <1.0>, <51.3, 7.9, <0.0, 0.0>, 0>>,
  <305, <10, 64>, <1.0>, <32.8, 29.7, <0.0, 0.0>, 0>>,
  <306, <24, 64>, <1.0>, <45.2, 17.0, <0.0, 0.0>, 0>>,
  <307, <32, 128>, <1.0>, <20.3, 25.0, <0.0, 0.0>, 0>>,
  <308, <10, 128>, <1.0>, <20.4, 25.6, <0.0, 0.0>, 0>>,
  <309, <32, 32>, <1.0>, <33.3, 24.1, <0.0, 0.0>, 0>>,
  <310, <32, 128>, <1.0>, <18.3, 29.5, <0.0, 0.0>, 0>>,
  <311, <32, 32>, <1.0>, <53.3, 8.6, <0.0, 0.0>, 0>>,
  <312, <32, 128>, <1.0>, <59.9, 15.2, <0.0, 0.0>, 0>>,
  <313, <32, 128>, <1.0>, <52.4, 11.4, <0.0, 0.0>, 0>>,
